SampleID,GID
SEEDGWAS3198,14248
SEEDGWAS3199,14267
SEEDGWAS32,5727
SEEDGWAS320,17508
SEEDGWAS3200,14368
SEEDGWAS3201,14374
SEEDGWAS3202,14405
SEEDGWAS3203,14448
SEEDGWAS3204,14490
SEEDGWAS3205,14512
SEEDGWAS3206,14514
SEEDGWAS3207,14552
SEEDGWAS3208,14558
SEEDGWAS3209,14559
SEEDGWAS3210,14574
SEEDGWAS3211,14581
SEEDGWAS3212,14603
SEEDGWAS3213,14605
SEEDGWAS3214,14925
SEEDGWAS3215,15009
SEEDGWAS3216,15045
SEEDGWAS3217,15241
SEEDGWAS3218,15696
SEEDGWAS3219,17243
SEEDGWAS322,17541
SEEDGWAS3220,17423
SEEDGWAS3221,17498
SEEDGWAS3222,19310
SEEDGWAS3223,19316
SEEDGWAS3224,19326
SEEDGWAS3225,19353
SEEDGWAS3226,19393
SEEDGWAS3227,19400
SEEDGWAS3228,19582
SEEDGWAS3229,20443
SEEDGWAS3230,20450
SEEDGWAS3231,20451
SEEDGWAS3232,20644
SEEDGWAS3233,20952
SEEDGWAS3234,20988
SEEDGWAS3235,21077
SEEDGWAS3236,21081
SEEDGWAS3237,21086
SEEDGWAS3238,21089
SEEDGWAS3239,21096
SEEDGWAS324,17583
SEEDGWAS3240,21369
SEEDGWAS3241,21725
SEEDGWAS3244,22079
SEEDGWAS3247,22740
SEEDGWAS3248,22759
SEEDGWAS3249,23712
SEEDGWAS325,17587
SEEDGWAS3251,23828
SEEDGWAS3252,23830
SEEDGWAS3253,23846
SEEDGWAS3254,23921
SEEDGWAS3255,24082
SEEDGWAS3256,24309
SEEDGWAS3258,24363
SEEDGWAS3259,24436
SEEDGWAS326,17593
SEEDGWAS3261,24507
SEEDGWAS3262,24562
SEEDGWAS3263,24827
SEEDGWAS3264,24828
SEEDGWAS3265,24836
SEEDGWAS3267,24838
SEEDGWAS3268,24839
SEEDGWAS3269,24841
SEEDGWAS327,17596
SEEDGWAS3270,24848
SEEDGWAS3272,24990
SEEDGWAS3273,25017
SEEDGWAS3274,25074
SEEDGWAS3275,25080
SEEDGWAS3276,25101
SEEDGWAS3277,25102
SEEDGWAS3278,25411
SEEDGWAS328,17616
SEEDGWAS3280,25440
SEEDGWAS3281,25819
SEEDGWAS3283,25850
SEEDGWAS3284,25925
SEEDGWAS3285,25928
SEEDGWAS3286,26386
SEEDGWAS3287,26392
SEEDGWAS3289,26612
SEEDGWAS329,19337
SEEDGWAS3290,26615
SEEDGWAS3291,26616
SEEDGWAS3292,26622
SEEDGWAS3293,26631
SEEDGWAS3294,26650
SEEDGWAS3295,26755
SEEDGWAS3296,27011
SEEDGWAS3297,27039
SEEDGWAS33,5728
SEEDGWAS330,20012
SEEDGWAS3300,27078
SEEDGWAS3303,27114
SEEDGWAS3304,27453
SEEDGWAS3305,27509
SEEDGWAS3306,27538
SEEDGWAS3307,27549
SEEDGWAS3310,27557
SEEDGWAS3311,27559
SEEDGWAS3312,27562
SEEDGWAS3313,27586
SEEDGWAS3315,27591
SEEDGWAS3316,27593
SEEDGWAS3317,27596
SEEDGWAS3318,27598
SEEDGWAS3319,27599
SEEDGWAS332,20049
SEEDGWAS3320,27600
SEEDGWAS3321,27603
SEEDGWAS3323,27608
SEEDGWAS3324,27620
SEEDGWAS3325,27634
SEEDGWAS3327,27718
SEEDGWAS3328,27720
SEEDGWAS333,20052
SEEDGWAS3330,27725
SEEDGWAS3331,27738
SEEDGWAS3332,27880
SEEDGWAS3333,28304
SEEDGWAS3334,28372
SEEDGWAS3335,28427
SEEDGWAS3337,28547
SEEDGWAS3338,28606
SEEDGWAS3339,28610
SEEDGWAS334,20429
SEEDGWAS3340,28613
SEEDGWAS3341,28616
SEEDGWAS3342,28620
SEEDGWAS3343,28995
SEEDGWAS3344,29002
SEEDGWAS3345,29051
SEEDGWAS3346,29109
SEEDGWAS3347,29150
SEEDGWAS3348,29169
SEEDGWAS3349,29187
SEEDGWAS335,20430
SEEDGWAS3350,29239
SEEDGWAS3351,29256
SEEDGWAS3352,29473
SEEDGWAS3353,29475
SEEDGWAS3354,29479
SEEDGWAS3355,29545
SEEDGWAS3357,29548
SEEDGWAS3358,29549
SEEDGWAS3359,29552
SEEDGWAS3361,29672
SEEDGWAS3362,29675
SEEDGWAS3364,29679
SEEDGWAS3365,29686
SEEDGWAS3366,29712
SEEDGWAS3368,29857
SEEDGWAS3371,106
SEEDGWAS3372,301
SEEDGWAS3374,737
SEEDGWAS3375,857
SEEDGWAS3379,2045
SEEDGWAS3380,2083
SEEDGWAS3381,2821
SEEDGWAS3383,5397
SEEDGWAS3384,5837
SEEDGWAS3385,5844
SEEDGWAS3386,5916
SEEDGWAS3387,5925
SEEDGWAS3388,6760
SEEDGWAS3389,7111
SEEDGWAS3390,7134
SEEDGWAS3391,7872
SEEDGWAS3392,7888
SEEDGWAS3393,8474
SEEDGWAS3394,8493
SEEDGWAS3395,8496
SEEDGWAS3396,8499
SEEDGWAS3397,8500
SEEDGWAS3398,8505
SEEDGWAS3399,8512
SEEDGWAS340,20649
SEEDGWAS3400,8525
SEEDGWAS3401,8538
SEEDGWAS3402,8546
SEEDGWAS3403,8548
SEEDGWAS3404,8570
SEEDGWAS3405,8573
SEEDGWAS3406,8605
SEEDGWAS3407,8623
SEEDGWAS3408,8633
SEEDGWAS341,20650
SEEDGWAS3410,8774
SEEDGWAS3411,8946
SEEDGWAS3412,8947
SEEDGWAS3413,8953
SEEDGWAS3414,9850
SEEDGWAS3415,9851
SEEDGWAS3416,9852
SEEDGWAS3417,9853
SEEDGWAS3418,9854
SEEDGWAS3419,10054
SEEDGWAS3420,10314
SEEDGWAS3422,10375
SEEDGWAS3423,10376
SEEDGWAS3424,10379
SEEDGWAS3425,10394
SEEDGWAS3426,10749
SEEDGWAS3427,10793
SEEDGWAS3428,10900
SEEDGWAS3429,11497
SEEDGWAS343,20658
SEEDGWAS3430,12571
SEEDGWAS3431,12580
SEEDGWAS3432,12581
SEEDGWAS3433,12583
SEEDGWAS3434,12589
SEEDGWAS3435,12812
SEEDGWAS3436,12827
SEEDGWAS3437,12988
SEEDGWAS3438,14177
SEEDGWAS3439,14747
SEEDGWAS3440,15475
SEEDGWAS3441,15508
SEEDGWAS3442,15510
SEEDGWAS3443,15511
SEEDGWAS3444,15517
SEEDGWAS3445,15528
SEEDGWAS3446,15537
SEEDGWAS3447,16770
SEEDGWAS3448,17131
SEEDGWAS3449,17132
SEEDGWAS345,21118
SEEDGWAS3450,17135
SEEDGWAS3451,17556
SEEDGWAS3452,19452
SEEDGWAS3453,19571
SEEDGWAS3454,20061
SEEDGWAS3455,20149
SEEDGWAS3456,20152
SEEDGWAS3457,20175
SEEDGWAS3458,20176
SEEDGWAS3459,20177
SEEDGWAS3460,20181
SEEDGWAS3461,20191
SEEDGWAS3462,20299
SEEDGWAS3463,20309
SEEDGWAS3465,20331
SEEDGWAS3466,20332
SEEDGWAS3467,20333
SEEDGWAS3468,20334
SEEDGWAS3469,20336
SEEDGWAS3470,20337
SEEDGWAS3471,20338
SEEDGWAS3472,20339
SEEDGWAS3473,20340
SEEDGWAS3474,20341
SEEDGWAS3475,20342
SEEDGWAS3476,20343
SEEDGWAS3477,20344
SEEDGWAS3478,20345
SEEDGWAS3479,20346
SEEDGWAS348,21299
SEEDGWAS3480,20347
SEEDGWAS3481,20348
SEEDGWAS3482,20349
SEEDGWAS3483,20378
SEEDGWAS3484,20379
SEEDGWAS3485,20380
SEEDGWAS3486,20385
SEEDGWAS3487,20386
SEEDGWAS3488,20387
SEEDGWAS3489,20388
SEEDGWAS349,21303
SEEDGWAS3490,20395
SEEDGWAS3491,20396
SEEDGWAS3492,20397
SEEDGWAS3493,20401
SEEDGWAS3494,20571
SEEDGWAS3495,20612
SEEDGWAS3496,20617
SEEDGWAS3497,20739
SEEDGWAS3498,21061
SEEDGWAS3499,21409
SEEDGWAS350,21314
SEEDGWAS3501,22571
SEEDGWAS3502,22605
SEEDGWAS3503,22829
SEEDGWAS3507,22896
SEEDGWAS3509,22907
SEEDGWAS3510,22912
SEEDGWAS3511,22915
SEEDGWAS3512,22917
SEEDGWAS3518,22936
SEEDGWAS352,21333
SEEDGWAS3520,22938
SEEDGWAS3521,22940
SEEDGWAS3522,22952
SEEDGWAS3523,22960
SEEDGWAS3524,22966
SEEDGWAS3525,22969
SEEDGWAS3526,22977
SEEDGWAS3527,22983
SEEDGWAS3528,23001
SEEDGWAS3529,23009
SEEDGWAS353,21338
SEEDGWAS3530,23035
SEEDGWAS3531,23072
SEEDGWAS3532,23079
SEEDGWAS3533,23085
SEEDGWAS3534,23086
SEEDGWAS3535,23090
SEEDGWAS3536,23093
SEEDGWAS3538,23099
SEEDGWAS3539,23101
SEEDGWAS354,21343
SEEDGWAS3542,23116
SEEDGWAS3543,23117
SEEDGWAS3546,23127
SEEDGWAS3547,23128
SEEDGWAS3548,23133
SEEDGWAS3549,23142
SEEDGWAS355,21390
SEEDGWAS3550,23143
SEEDGWAS3551,23152
SEEDGWAS3552,23157
SEEDGWAS3555,23175
SEEDGWAS3556,23573
SEEDGWAS3557,23587
SEEDGWAS3558,23590
SEEDGWAS3559,23596
SEEDGWAS3560,23598
SEEDGWAS3561,23609
SEEDGWAS3562,23628
SEEDGWAS3563,23633
SEEDGWAS3564,23641
SEEDGWAS3565,23649
SEEDGWAS3568,23657
SEEDGWAS3569,23677
SEEDGWAS357,21873
SEEDGWAS3570,23748
SEEDGWAS3571,23936
SEEDGWAS3572,23941
SEEDGWAS3573,23954
SEEDGWAS3574,23959
SEEDGWAS3575,23964
SEEDGWAS3576,23965
SEEDGWAS3577,23967
SEEDGWAS3578,23969
SEEDGWAS3579,23974
SEEDGWAS358,21884
SEEDGWAS3580,23980
SEEDGWAS3581,23982
SEEDGWAS3582,23989
SEEDGWAS3583,23990
SEEDGWAS3584,23993
SEEDGWAS3585,23995
SEEDGWAS3586,24000
SEEDGWAS3587,24002
SEEDGWAS3588,24004
SEEDGWAS3589,24009
SEEDGWAS359,21993
SEEDGWAS3590,24010
SEEDGWAS3591,24013
SEEDGWAS3592,24027
SEEDGWAS3593,24028
SEEDGWAS3594,24188
SEEDGWAS3595,24217
SEEDGWAS3596,24248
SEEDGWAS3597,24291
SEEDGWAS3598,24293
SEEDGWAS3599,24316
SEEDGWAS36,5890
SEEDGWAS360,22001
SEEDGWAS3600,24461
SEEDGWAS3604,24532
SEEDGWAS3605,24559
SEEDGWAS3606,24835
SEEDGWAS3607,24969
SEEDGWAS3608,24987
SEEDGWAS3609,25084
SEEDGWAS361,22064
SEEDGWAS3610,25092
SEEDGWAS3611,25241
SEEDGWAS3612,25243
SEEDGWAS3614,25248
SEEDGWAS3615,25252
SEEDGWAS3616,25441
SEEDGWAS3617,25449
SEEDGWAS3618,25452
SEEDGWAS3619,25461
SEEDGWAS362,22065
SEEDGWAS3620,25480
SEEDGWAS3621,25486
SEEDGWAS3622,25492
SEEDGWAS3623,25918
SEEDGWAS3624,25922
SEEDGWAS3625,25931
SEEDGWAS3626,25946
SEEDGWAS3627,25998
SEEDGWAS3628,26000
SEEDGWAS3629,26247
SEEDGWAS363,22069
SEEDGWAS3630,26333
SEEDGWAS3631,26573
SEEDGWAS3632,26735
SEEDGWAS3633,26820
SEEDGWAS3634,26898
SEEDGWAS3636,27006
SEEDGWAS3638,27413
SEEDGWAS3639,27429
SEEDGWAS364,22070
SEEDGWAS3640,27883
SEEDGWAS3641,28366
SEEDGWAS3644,28385
SEEDGWAS3645,28428
SEEDGWAS3646,28436
SEEDGWAS3647,28446
SEEDGWAS3649,28471
SEEDGWAS3650,28533
SEEDGWAS3651,28535
SEEDGWAS3652,28611
SEEDGWAS3653,28772
SEEDGWAS3654,28867
SEEDGWAS3655,28990
SEEDGWAS3656,29052
SEEDGWAS3657,29054
SEEDGWAS3658,29055
SEEDGWAS3659,29108
SEEDGWAS366,22074
SEEDGWAS3660,29189
SEEDGWAS3661,29276
SEEDGWAS3662,29395
SEEDGWAS3663,29437
SEEDGWAS3664,29480
SEEDGWAS3665,29506
SEEDGWAS3668,29543
SEEDGWAS3669,29544
SEEDGWAS367,22206
SEEDGWAS3670,29550
SEEDGWAS3671,29557
SEEDGWAS3672,29558
SEEDGWAS3673,29560
SEEDGWAS3674,29561
SEEDGWAS3675,29676
SEEDGWAS3676,29680
SEEDGWAS3679,29850
SEEDGWAS368,22467
SEEDGWAS3681,2765
SEEDGWAS3682,2805
SEEDGWAS3683,5780
SEEDGWAS3686,7717
SEEDGWAS3687,7774
SEEDGWAS3688,7891
SEEDGWAS3689,7924
SEEDGWAS3690,8200
SEEDGWAS3691,8366
SEEDGWAS3692,8489
SEEDGWAS3693,8735
SEEDGWAS3694,8920
SEEDGWAS3695,16731
SEEDGWAS3696,19678
SEEDGWAS3697,19705
SEEDGWAS3698,20485
SEEDGWAS3699,20573
SEEDGWAS370,22607
SEEDGWAS3700,20579
SEEDGWAS3701,20581
SEEDGWAS3702,20583
SEEDGWAS3704,20586
SEEDGWAS3705,20594
SEEDGWAS3706,20609
SEEDGWAS3708,20630
SEEDGWAS3709,20639
SEEDGWAS371,22825
SEEDGWAS3710,21158
SEEDGWAS3711,21177
SEEDGWAS3712,21187
SEEDGWAS3713,21202
SEEDGWAS3714,21213
SEEDGWAS3715,21232
SEEDGWAS3716,21443
SEEDGWAS3717,21903
SEEDGWAS3718,21914
SEEDGWAS3719,22285
SEEDGWAS3720,22293
SEEDGWAS3721,22350
SEEDGWAS3722,22399
SEEDGWAS3723,22430
SEEDGWAS3724,22459
SEEDGWAS3725,22465
SEEDGWAS3726,22582
SEEDGWAS3727,22685
SEEDGWAS3728,22735
SEEDGWAS3729,22830
SEEDGWAS373,22842
SEEDGWAS3730,23577
SEEDGWAS3731,23685
SEEDGWAS3733,23738
SEEDGWAS3734,24344
SEEDGWAS3735,24360
SEEDGWAS3736,24391
SEEDGWAS3737,24437
SEEDGWAS3739,25352
SEEDGWAS3740,25495
SEEDGWAS3742,25498
SEEDGWAS3744,25553
SEEDGWAS3745,25554
SEEDGWAS3746,25586
SEEDGWAS3748,25715
SEEDGWAS3749,25811
SEEDGWAS375,23177
SEEDGWAS3750,26020
SEEDGWAS3751,26041
SEEDGWAS3753,26098
SEEDGWAS3754,26135
SEEDGWAS3755,26136
SEEDGWAS3756,26225
SEEDGWAS3757,26899
SEEDGWAS3758,26901
SEEDGWAS376,23185
SEEDGWAS3762,26960
SEEDGWAS3763,27028
SEEDGWAS3765,27104
SEEDGWAS3767,27262
SEEDGWAS3768,27272
SEEDGWAS3769,27274
SEEDGWAS377,23194
SEEDGWAS3770,27286
SEEDGWAS3771,27307
SEEDGWAS3772,27415
SEEDGWAS3774,28199
SEEDGWAS3775,28204
SEEDGWAS3776,28267
SEEDGWAS3777,28294
SEEDGWAS3778,28386
SEEDGWAS3779,28433
SEEDGWAS3780,28437
SEEDGWAS3782,28447
SEEDGWAS3783,28468
SEEDGWAS3786,28923
SEEDGWAS3787,29628
SEEDGWAS379,23249
SEEDGWAS3790,33
SEEDGWAS3791,34
SEEDGWAS3792,60
SEEDGWAS3793,291
SEEDGWAS3794,495
SEEDGWAS3795,821
SEEDGWAS3796,823
SEEDGWAS3797,832
SEEDGWAS3798,1827
SEEDGWAS3799,2132
SEEDGWAS38,5914
SEEDGWAS3800,3089
SEEDGWAS3801,3091
SEEDGWAS3802,3093
SEEDGWAS3803,3101
SEEDGWAS3804,3440
SEEDGWAS3805,3608
SEEDGWAS3806,3696
SEEDGWAS3807,5347
SEEDGWAS3809,5474
SEEDGWAS381,23302
SEEDGWAS3810,5476
SEEDGWAS3811,5759
SEEDGWAS3813,5841
SEEDGWAS3814,5842
SEEDGWAS3815,5848
SEEDGWAS3816,5885
SEEDGWAS3817,6677
SEEDGWAS3818,8138
SEEDGWAS3819,8178
SEEDGWAS382,23334
SEEDGWAS3820,8373
SEEDGWAS3821,8378
SEEDGWAS3822,8390
SEEDGWAS3823,8396
SEEDGWAS3824,8410
SEEDGWAS3825,8897
SEEDGWAS3826,8899
SEEDGWAS3827,8959
SEEDGWAS3828,9028
SEEDGWAS3829,9055
SEEDGWAS383,23336
SEEDGWAS3830,9145
SEEDGWAS3831,9151
SEEDGWAS3832,9786
SEEDGWAS3833,10046
SEEDGWAS3836,10443
SEEDGWAS3837,10666
SEEDGWAS3838,10739
SEEDGWAS3839,10843
SEEDGWAS384,23338
SEEDGWAS3840,13827
SEEDGWAS3841,14142
SEEDGWAS3842,14167
SEEDGWAS3843,14278
SEEDGWAS3844,14283
SEEDGWAS3845,14365
SEEDGWAS3846,14367
SEEDGWAS3847,14369
SEEDGWAS3848,14373
SEEDGWAS3849,14384
SEEDGWAS3850,14398
SEEDGWAS3853,14424
SEEDGWAS3854,14427
SEEDGWAS3855,14431
SEEDGWAS3856,14443
SEEDGWAS3857,14458
SEEDGWAS3858,14470
SEEDGWAS3859,14496
SEEDGWAS386,23342
SEEDGWAS3860,14582
SEEDGWAS3861,14593
SEEDGWAS3862,14608
SEEDGWAS3864,15295
SEEDGWAS3865,15397
SEEDGWAS3866,16320
SEEDGWAS3867,16733
SEEDGWAS3868,16736
SEEDGWAS3869,16739
SEEDGWAS387,23355
SEEDGWAS3870,16746
SEEDGWAS3871,17210
SEEDGWAS3872,17219
SEEDGWAS3873,17450
SEEDGWAS3874,17544
SEEDGWAS3875,17553
SEEDGWAS3876,17570
SEEDGWAS3877,17574
SEEDGWAS3879,19356
SEEDGWAS388,23381
SEEDGWAS3880,19857
SEEDGWAS3881,20645
SEEDGWAS3882,20646
SEEDGWAS3883,20647
SEEDGWAS3884,20651
SEEDGWAS3885,20659
SEEDGWAS3886,20660
SEEDGWAS3887,20676
SEEDGWAS3888,20680
SEEDGWAS3889,20682
SEEDGWAS389,23388
SEEDGWAS3890,20734
SEEDGWAS3891,20735
SEEDGWAS3892,20755
SEEDGWAS3893,20756
SEEDGWAS3894,20757
SEEDGWAS3895,20774
SEEDGWAS3896,20778
SEEDGWAS3897,20786
SEEDGWAS3898,20787
SEEDGWAS3899,20792
SEEDGWAS390,23418
SEEDGWAS3900,20809
SEEDGWAS3901,20815
SEEDGWAS3902,20820
SEEDGWAS3903,20821
SEEDGWAS3904,20823
SEEDGWAS3905,20832
SEEDGWAS3906,20842
SEEDGWAS3907,20845
SEEDGWAS3908,20863
SEEDGWAS3909,20870
SEEDGWAS391,23423
SEEDGWAS3910,20883
SEEDGWAS3911,20915
SEEDGWAS3912,20916
SEEDGWAS3913,20925
SEEDGWAS3914,20928
SEEDGWAS3915,20930
SEEDGWAS3916,20934
SEEDGWAS3917,20937
SEEDGWAS3918,20943
SEEDGWAS3919,20946
SEEDGWAS392,23424
SEEDGWAS3922,20957
SEEDGWAS3923,20958
SEEDGWAS3924,20961
SEEDGWAS3925,20963
SEEDGWAS3926,20964
SEEDGWAS3927,20972
SEEDGWAS3928,20973
SEEDGWAS3929,20974
SEEDGWAS393,23443
SEEDGWAS3930,20983
SEEDGWAS3931,20987
SEEDGWAS3932,20992
SEEDGWAS3933,20993
SEEDGWAS3934,20997
SEEDGWAS3935,21012
SEEDGWAS3936,21013
SEEDGWAS3938,21016
SEEDGWAS3939,21017
SEEDGWAS394,23448
SEEDGWAS3940,21022
SEEDGWAS3942,21027
SEEDGWAS3943,21030
SEEDGWAS3944,21038
SEEDGWAS3945,21045
SEEDGWAS3946,21047
SEEDGWAS3947,21048
SEEDGWAS3948,21052
SEEDGWAS3949,21059
SEEDGWAS395,23461
SEEDGWAS3951,21070
SEEDGWAS3954,21076
SEEDGWAS3955,21098
SEEDGWAS3956,21100
SEEDGWAS3957,21111
SEEDGWAS3958,21119
SEEDGWAS3959,21121
SEEDGWAS396,23476
SEEDGWAS3960,21408
SEEDGWAS3961,21723
SEEDGWAS3962,22794
SEEDGWAS3964,22837
SEEDGWAS3965,23496
SEEDGWAS3966,23726
SEEDGWAS3967,23758
SEEDGWAS3968,23778
SEEDGWAS3969,23859
SEEDGWAS397,23485
SEEDGWAS3970,24183
SEEDGWAS3971,24231
SEEDGWAS3972,24288
SEEDGWAS3973,24338
SEEDGWAS3974,24339
SEEDGWAS3975,24483
SEEDGWAS3976,24484
SEEDGWAS3977,24824
SEEDGWAS3978,24942
SEEDGWAS398,23548
SEEDGWAS3981,24944
SEEDGWAS3982,24947
SEEDGWAS3983,24953
SEEDGWAS3984,24962
SEEDGWAS3985,24973
SEEDGWAS3986,25056
SEEDGWAS3987,25069
SEEDGWAS3988,25075
SEEDGWAS3989,25400
SEEDGWAS399,23582
SEEDGWAS3990,25436
SEEDGWAS3991,25460
SEEDGWAS3992,25674
SEEDGWAS3993,25682
SEEDGWAS3994,25698
SEEDGWAS3995,25719
SEEDGWAS3996,25820
SEEDGWAS3997,25933
SEEDGWAS3998,25938
SEEDGWAS3999,26180
SEEDGWAS4,1467
SEEDGWAS400,23624
SEEDGWAS4000,26507
SEEDGWAS4001,26697
SEEDGWAS4002,26793
SEEDGWAS4003,26795
SEEDGWAS4004,26801
SEEDGWAS4005,26813
SEEDGWAS4006,27109
SEEDGWAS4007,27117
SEEDGWAS4008,27149
SEEDGWAS401,23695
SEEDGWAS4010,27508
SEEDGWAS4011,27513
SEEDGWAS4012,27515
SEEDGWAS4013,27551
SEEDGWAS4014,27554
SEEDGWAS4015,27602
SEEDGWAS4016,27647
SEEDGWAS4017,27651
SEEDGWAS4018,27717
SEEDGWAS4019,28384
SEEDGWAS402,23699
SEEDGWAS4020,28452
SEEDGWAS4021,28778
SEEDGWAS4022,28786
SEEDGWAS4023,28970
SEEDGWAS4024,28998
SEEDGWAS4025,29016
SEEDGWAS4026,29020
SEEDGWAS4027,29030
SEEDGWAS4029,29050
SEEDGWAS403,23705
SEEDGWAS4030,29128
SEEDGWAS4031,29170
SEEDGWAS4032,29246
SEEDGWAS4033,29260
SEEDGWAS4034,29445
SEEDGWAS4035,29873
SEEDGWAS4036,278
SEEDGWAS4037,280
SEEDGWAS4038,357
SEEDGWAS4039,738
SEEDGWAS404,23727
SEEDGWAS4040,1605
SEEDGWAS4041,1606
SEEDGWAS4042,2165
SEEDGWAS4043,2864
SEEDGWAS4044,2872
SEEDGWAS4045,3682
SEEDGWAS4046,3831
SEEDGWAS4047,5823
SEEDGWAS4048,5838
SEEDGWAS4049,5881
SEEDGWAS4050,7112
SEEDGWAS4051,7798
SEEDGWAS4052,7991
SEEDGWAS4053,8358
SEEDGWAS4054,8487
SEEDGWAS4055,8519
SEEDGWAS4056,8670
SEEDGWAS4057,8730
SEEDGWAS4058,8752
SEEDGWAS4059,8967
SEEDGWAS4060,9054
SEEDGWAS4061,9824
SEEDGWAS4062,9829
SEEDGWAS4063,9836
SEEDGWAS4064,13162
SEEDGWAS4065,13803
SEEDGWAS4066,13828
SEEDGWAS4067,15478
SEEDGWAS4068,15500
SEEDGWAS4069,16772
SEEDGWAS407,23872
SEEDGWAS4070,16776
SEEDGWAS4071,20143
SEEDGWAS4072,20301
SEEDGWAS4073,20308
SEEDGWAS4074,20310
SEEDGWAS4075,20312
SEEDGWAS4076,20318
SEEDGWAS4078,20327
SEEDGWAS4079,20330
SEEDGWAS4080,20335
SEEDGWAS4081,20350
SEEDGWAS4082,20351
SEEDGWAS4083,20352
SEEDGWAS4084,20353
SEEDGWAS4085,20354
SEEDGWAS4088,20357
SEEDGWAS4089,20358
SEEDGWAS409,23882
SEEDGWAS4090,20360
SEEDGWAS4091,20365
SEEDGWAS4092,20366
SEEDGWAS4095,20368
SEEDGWAS4096,20369
SEEDGWAS4097,20370
SEEDGWAS4098,20371
SEEDGWAS4099,20372
SEEDGWAS410,23883
SEEDGWAS4100,20373
SEEDGWAS4101,20376
SEEDGWAS4102,20377
SEEDGWAS4103,20391
SEEDGWAS4104,20392
SEEDGWAS4105,20393
SEEDGWAS4106,20394
SEEDGWAS4107,20398
SEEDGWAS4109,20400
SEEDGWAS411,23884
SEEDGWAS4110,20405
SEEDGWAS4111,20455
SEEDGWAS4112,20602
SEEDGWAS4113,20673
SEEDGWAS4114,20675
SEEDGWAS4115,21064
SEEDGWAS4116,22478
SEEDGWAS4117,22833
SEEDGWAS4118,22920
SEEDGWAS4119,22934
SEEDGWAS4120,22946
SEEDGWAS4121,23002
SEEDGWAS4124,23096
SEEDGWAS4126,23570
SEEDGWAS4127,23602
SEEDGWAS4128,23604
SEEDGWAS4129,23605
SEEDGWAS413,23899
SEEDGWAS4130,23607
SEEDGWAS4131,23636
SEEDGWAS4132,23642
SEEDGWAS4133,23643
SEEDGWAS4134,23644
SEEDGWAS4135,23650
SEEDGWAS4136,23659
SEEDGWAS4137,23756
SEEDGWAS4138,23983
SEEDGWAS4139,23999
SEEDGWAS414,23905
SEEDGWAS4140,24061
SEEDGWAS4141,24114
SEEDGWAS4142,24328
SEEDGWAS4143,24475
SEEDGWAS4144,24478
SEEDGWAS4145,24550
SEEDGWAS4146,24605
SEEDGWAS4147,24611
SEEDGWAS4148,24612
SEEDGWAS4149,24618
SEEDGWAS415,23908
SEEDGWAS4150,24648
SEEDGWAS4151,25100
SEEDGWAS4152,25228
SEEDGWAS4153,25236
SEEDGWAS4154,25353
SEEDGWAS4155,25396
SEEDGWAS4156,25470
SEEDGWAS4157,25600
SEEDGWAS4158,25818
SEEDGWAS4159,25897
SEEDGWAS416,23913
SEEDGWAS4160,25923
SEEDGWAS4161,25982
SEEDGWAS4162,26043
SEEDGWAS4163,26163
SEEDGWAS4164,26243
SEEDGWAS4165,26322
SEEDGWAS4166,26441
SEEDGWAS4167,26460
SEEDGWAS4168,26575
SEEDGWAS4169,26746
SEEDGWAS417,23923
SEEDGWAS4170,26866
SEEDGWAS4171,26973
SEEDGWAS4172,26980
SEEDGWAS4173,26981
SEEDGWAS4174,27017
SEEDGWAS4175,27018
SEEDGWAS4176,27021
SEEDGWAS4177,27024
SEEDGWAS4178,27254
SEEDGWAS4179,27358
SEEDGWAS418,23929
SEEDGWAS4180,27388
SEEDGWAS4181,27399
SEEDGWAS4182,27434
SEEDGWAS4183,27437
SEEDGWAS4184,28362
SEEDGWAS4185,28412
SEEDGWAS4186,28623
SEEDGWAS4187,28725
SEEDGWAS4188,28726
SEEDGWAS4189,29000
SEEDGWAS419,24065
SEEDGWAS4190,29177
SEEDGWAS4191,29180
SEEDGWAS4192,29343
SEEDGWAS4193,29398
SEEDGWAS4194,29423
SEEDGWAS4195,29454
SEEDGWAS4196,29496
SEEDGWAS4197,29503
SEEDGWAS4198,29517
SEEDGWAS4199,29518
SEEDGWAS420,24315
SEEDGWAS4200,29521
SEEDGWAS4201,29523
SEEDGWAS4202,29527
SEEDGWAS4203,29536
SEEDGWAS4204,29564
SEEDGWAS4205,29670
SEEDGWAS4206,29687
SEEDGWAS4207,29691
SEEDGWAS4208,29698
SEEDGWAS4209,29699
SEEDGWAS421,24464
SEEDGWAS4210,2262
SEEDGWAS4211,2769
SEEDGWAS4212,2782
SEEDGWAS4213,2785
SEEDGWAS4214,3299
SEEDGWAS4215,5822
SEEDGWAS4216,6724
SEEDGWAS4217,7789
SEEDGWAS4218,7819
SEEDGWAS4219,7851
SEEDGWAS4220,7959
SEEDGWAS4223,19087
SEEDGWAS4224,20504
SEEDGWAS4225,20572
SEEDGWAS4226,20593
SEEDGWAS4227,20596
SEEDGWAS4228,20597
SEEDGWAS4229,20620
SEEDGWAS423,24633
SEEDGWAS4230,20641
SEEDGWAS4231,21399
SEEDGWAS4232,21403
SEEDGWAS4233,21776
SEEDGWAS4234,22818
SEEDGWAS4235,23709
SEEDGWAS4236,23759
SEEDGWAS4237,24348
SEEDGWAS4238,24469
SEEDGWAS4239,24955
SEEDGWAS4240,25293
SEEDGWAS4241,25573
SEEDGWAS4242,25842
